"Country","Month","Total Passengers"
"Aruba","1/8/1995","54913"
"Honduras","1/8/1995","35929"
"Costa Rica","1/8/1995","49600"
"Guatemala","1/8/1995","79861"
"China","1/8/1995","19583"
"Brazil","1/8/1995","171456"
"Russia","1/8/1995","35663"
"Philippines","1/8/1995","46333"
"Antilles","1/8/1995","59157"
"Bahamas","1/8/1995","109051"
"Netherlands","1/8/1995","285731"
"Turkey","1/8/1995","13806"
"Ireland","1/8/1995","103628"
"Belgium","1/8/1995","73204"
"Denmark","1/8/1995","51102"
"Hong Kong","1/8/1995","129482"
"Haiti","1/8/1995","73548"
"Ecuador","1/8/1995","48691"
"Peru","1/8/1995","62092"
"Japan","1/8/1995","1362998"
"Atlantic Ocean","1/8/1995","80931"
"Trinidad and Tobago","1/8/1995","30221"
"France","1/8/1995","407335"
"Colombia","1/8/1995","90537"
"Iceland","1/8/1995","23623"
"Australia","1/8/1995","83943"
"Israel","1/8/1995","104067"
"El Salvador","1/8/1995","50086"
"United Kingdom","1/8/1995","1248959"
"Canada","1/8/1995","1297503"
"Jamaica","1/8/1995","223462"
"Mexico","1/8/1995","819356"
"Brazil","1/7/1995","222675"
"Jamaica","1/7/1995","203361"
"Mexico","1/7/1995","798554"
"Chile","1/7/1995","37320"
"France","1/7/1995","404535"
"Netherlands","1/7/1995","283857"
"Bahamas","1/7/1995","109821"
"Peru","1/7/1995","62762"
"Honduras","1/7/1995","37607"
"Ireland","1/7/1995","102017"
"Italy","1/7/1995","215091"
"Atlantic Ocean","1/7/1995","77699"
"Germany","1/7/1995","592683"
"Australia","1/7/1995","97007"
"New Zealand","1/7/1995","61019"
"Canada","1/7/1995","1197627"
"Turkey","1/7/1995","13282"
"Russia","1/7/1995","34819"
"Philippines","1/7/1995","44205"
"Venezuela","1/7/1995","144241"
"Dominican Republic","1/7/1995","234296"
"South Korea","1/7/1995","264906"
"Iceland","1/7/1995","23934"
"Guatemala","1/7/1995","84517"
"Costa Rica","1/7/1995","66792"
"China","1/7/1995","12938"
"Belgium","1/7/1995","75660"
"Spain","1/7/1995","134336"
"Haiti","1/7/1995","72173"
"Taiwan","1/7/1995","207155"
"Hong Kong","1/7/1995","115801"
"Japan","1/7/1995","1221364"
"Colombia","1/7/1995","104471"
"El Salvador","1/7/1995","52589"
"Switzerland","1/7/1995","139739"
"Ecuador","1/7/1995","44596"
"Antilles","1/7/1995","63616"
"Denmark","1/7/1995","53166"
"Trinidad and Tobago","1/7/1995","26251"
"Panama","1/7/1995","46925"
"Cayman Islands","1/7/1995","51880"
"Israel","1/7/1995","91985"
"Aruba","1/7/1995","55518"
"United Kingdom","1/7/1995","1231006"
"Argentina","1/7/1995","73784"
"Philippines","1/6/1995","47909"
"Australia","1/6/1995","77292"
"Ecuador","1/6/1995","36997"
"Netherlands","1/6/1995","255342"
"Canada","1/6/1995","1089866"
"Brazil","1/6/1995","154323"
"Colombia","1/6/1995","86309"
"Chile","1/6/1995","30344"
"Switzerland","1/6/1995","132096"
"Venezuela","1/6/1995","113563"
"Russia","1/6/1995","29404"
"El Salvador","1/6/1995","39389"
"Taiwan","1/6/1995","193344"
"Argentina","1/6/1995","56295"
"Israel","1/6/1995","62570"
"Hong Kong","1/6/1995","106798"
"Panama","1/6/1995","39554"
"Antilles","1/6/1995","50990"
"Turkey","1/6/1995","8668"
"Atlantic Ocean","1/6/1995","89183"
"Dominican Republic","1/6/1995","172071"
"China","1/6/1995","11643"
"Denmark","1/6/1995","42739"
"Ireland","1/6/1995","88997"
"Spain","1/6/1995","115080"
"Italy","1/6/1995","180644"
"Iceland","1/6/1995","22171"
"Haiti","1/6/1995","45084"
"Japan","1/6/1995","1120845"
"Guatemala","1/6/1995","73341"
"Costa Rica","1/6/1995","50505"
"Aruba","1/6/1995","45047"
"Peru","1/6/1995","49582"
"Belgium","1/6/1995","74176"
"Cayman Islands","1/6/1995","48131"
"New Zealand","1/6/1995","56823"
"Trinidad and Tobago","1/6/1995","17168"
"South Korea","1/6/1995","234686"
"Germany","1/6/1995","570361"
"Honduras","1/6/1995","28877"
"Jamaica","1/6/1995","165088"
"Bahamas","1/6/1995","94771"
"Mexico","1/6/1995","702027"
"France","1/6/1995","394511"
"United Kingdom","1/6/1995","1156448"
"Argentina","1/5/1995","55402"
"Antilles","1/5/1995","53937"
"Venezuela","1/5/1995","115452"
"Aruba","1/5/1995","49955"
"Turkey","1/5/1995","11377"
"Peru","1/5/1995","46546"
"Spain","1/5/1995","99586"
"Philippines","1/5/1995","52544"
"Costa Rica","1/5/1995","48915"
"Guatemala","1/5/1995","62423"
"Ecuador","1/5/1995","29375"
"Cayman Islands","1/5/1995","48353"
"Iceland","1/5/1995","21005"
"Hong Kong","1/5/1995","96225"
"France","1/5/1995","346400"
"Australia","1/5/1995","69785"
"Ireland","1/5/1995","69952"
"Denmark","1/5/1995","40176"
"Colombia","1/5/1995","54046"
"Honduras","1/5/1995","22956"
"Brazil","1/5/1995","142922"
"United Kingdom","1/5/1995","999711"
"Canada","1/5/1995","977489"
"South Korea","1/5/1995","241153"
"Dominican Republic","1/5/1995","147328"
"Atlantic Ocean","1/5/1995","85170"
"Israel","1/5/1995","47374"
"Taiwan","1/5/1995","170128"
"El Salvador","1/5/1995","31913"
"Bahamas","1/5/1995","92959"
"Switzerland","1/5/1995","125921"
"Netherlands","1/5/1995","239433"
"Trinidad and Tobago","1/5/1995","14571"
"Mexico","1/5/1995","691598"
"Belgium","1/5/1995","62274"
"Chile","1/5/1995","27086"
"Japan","1/5/1995","1061729"
"China","1/5/1995","12824"
"Italy","1/5/1995","155866"
"Germany","1/5/1995","528462"
"Panama","1/5/1995","32188"
"New Zealand","1/5/1995","48711"
"Russia","1/5/1995","23065"
"Jamaica","1/5/1995","141583"
"Haiti","1/5/1995","39839"
"Antilles","1/4/1995","70790"
"Russia","1/4/1995","20809"
"Ecuador","1/4/1995","34995"
"Israel","1/4/1995","52732"
"Atlantic Ocean","1/4/1995","75156"
"South Korea","1/4/1995","215154"
"Canada","1/4/1995","881561"
"Cayman Islands","1/4/1995","58689"
"United Kingdom","1/4/1995","959393"
"Mexico","1/4/1995","737931"
"El Salvador","1/4/1995","38572"
"Costa Rica","1/4/1995","58518"
"Colombia","1/4/1995","65402"
"Australia","1/4/1995","75375"
"Haiti","1/4/1995","43894"
"Bahamas","1/4/1995","106055"
"Turkey","1/4/1995","6288"
"Dominican Republic","1/4/1995","168387"
"Switzerland","1/4/1995","115776"
"Hong Kong","1/4/1995","91597"
"Peru","1/4/1995","43688"
"Netherlands","1/4/1995","214653"
"Italy","1/4/1995","134573"
"Japan","1/4/1995","864383"
"Jamaica","1/4/1995","165827"
"China","1/4/1995","9090"
"Spain","1/4/1995","97622"
"Brazil","1/4/1995","147353"
"Philippines","1/4/1995","50290"
"Belgium","1/4/1995","61733"
"France","1/4/1995","326392"
"Aruba","1/4/1995","50145"
"Guatemala","1/4/1995","72118"
"Trinidad and Tobago","1/4/1995","11762"
"Ireland","1/4/1995","50483"
"Venezuela","1/4/1995","119401"
"New Zealand","1/4/1995","54207"
"Iceland","1/4/1995","22189"
"Taiwan","1/4/1995","150246"
"Chile","1/4/1995","26733"
"Honduras","1/4/1995","25051"
"Panama","1/4/1995","35064"
"Argentina","1/4/1995","60669"
"Denmark","1/4/1995","35366"
"Germany","1/4/1995","477729"
"Israel","1/3/1995","46515"
"Taiwan","1/3/1995","132251"
"Atlantic Ocean","1/3/1995","60024"
"Argentina","1/3/1995","73420"
"Brazil","1/3/1995","149559"
"Spain","1/3/1995","88642"
"France","1/3/1995","283538"
"Haiti","1/3/1995","40610"
"Guatemala","1/3/1995","64967"
"Australia","1/3/1995","78353"
"Colombia","1/3/1995","41388"
"Ireland","1/3/1995","44972"
"Venezuela","1/3/1995","109616"
"Cayman Islands","1/3/1995","64071"
"Belgium","1/3/1995","54365"
"Iceland","1/3/1995","20909"
"Hong Kong","1/3/1995","89463"
"Honduras","1/3/1995","24125"
"Trinidad and Tobago","1/3/1995","20265"
"Peru","1/3/1995","50698"
"Turkey","1/3/1995","4123"
"United Kingdom","1/3/1995","864789"
"Aruba","1/3/1995","47174"
"Panama","1/3/1995","42520"
"Italy","1/3/1995","140226"
"Denmark","1/3/1995","33756"
"Ecuador","1/3/1995","33900"
"South Korea","1/3/1995","207759"
"Netherlands","1/3/1995","199259"
"Chile","1/3/1995","30447"
"Antilles","1/3/1995","71743"
"El Salvador","1/3/1995","32514"
"New Zealand","1/3/1995","60711"
"Germany","1/3/1995","441879"
"Switzerland","1/3/1995","97945"
"Mexico","1/3/1995","751472"
"Dominican Republic","1/3/1995","146417"
"Russia","1/3/1995","18965"
"Costa Rica","1/3/1995","70944"
"Philippines","1/3/1995","46653"
"Canada","1/3/1995","957778"
"Bahamas","1/3/1995","108104"
"China","1/3/1995","7253"
"Japan","1/3/1995","1049909"
"Jamaica","1/3/1995","144680"
"Turkey","1/2/1995","4302"
"Switzerland","1/2/1995","71508"
"Antilles","1/2/1995","68872"
"Italy","1/2/1995","87563"
"Ireland","1/2/1995","29475"
"Belgium","1/2/1995","36865"
"Argentina","1/2/1995","73860"
"Bahamas","1/2/1995","88203"
"Philippines","1/2/1995","40036"
"Venezuela","1/2/1995","100032"
"Trinidad and Tobago","1/2/1995","17756"
"Guatemala","1/2/1995","55084"
"Dominican Republic","1/2/1995","135386"
"Aruba","1/2/1995","49105"
"Haiti","1/2/1995","35005"
"Costa Rica","1/2/1995","71363"
"China","1/2/1995","6525"
"Colombia","1/2/1995","56324"
"France","1/2/1995","191118"
"Canada","1/2/1995","776027"
"Germany","1/2/1995","314320"
"Atlantic Ocean","1/2/1995","31815"
"Iceland","1/2/1995","14892"
"New Zealand","1/2/1995","56513"
"Mexico","1/2/1995","683806"
"Russia","1/2/1995","11409"
"Honduras","1/2/1995","21737"
"Japan","1/2/1995","860891"
"Jamaica","1/2/1995","129375"
"Denmark","1/2/1995","26760"
"United Kingdom","1/2/1995","603131"
"Hong Kong","1/2/1995","79524"
"Israel","1/2/1995","38634"
"Spain","1/2/1995","64411"
"El Salvador","1/2/1995","26866"
"Panama","1/2/1995","44803"
"South Korea","1/2/1995","187681"
"Taiwan","1/2/1995","147794"
"Brazil","1/2/1995","156247"
"Ecuador","1/2/1995","24602"
"Netherlands","1/2/1995","139282"
"Cayman Islands","1/2/1995","51583"
"Peru","1/2/1995","51976"
"Chile","1/2/1995","33399"
"Australia","1/2/1995","69395"
"Mexico","1/1/1995","804478"
"Spain","1/1/1995","77980"
"Canada","1/1/1995","813834"
"Italy","1/1/1995","108757"
"Japan","1/1/1995","991047"
"Hong Kong","1/1/1995","101005"
"Chile","1/1/1995","40598"
"Cayman Islands","1/1/1995","50642"
"Honduras","1/1/1995","29061"
"Ireland","1/1/1995","38723"
"Australia","1/1/1995","87196"
"Germany","1/1/1995","388645"
"Iceland","1/1/1995","15909"
"United Kingdom","1/1/1995","728840"
"El Salvador","1/1/1995","28545"
"Guatemala","1/1/1995","90973"
"Switzerland","1/1/1995","88114"
"Netherlands","1/1/1995","180578"
"France","1/1/1995","235107"
"Belgium","1/1/1995","48195"
"Dominican Republic","1/1/1995","189343"
"South Korea","1/1/1995","259592"
"China","1/1/1995","9000"
"Ecuador","1/1/1995","34957"
"Trinidad and Tobago","1/1/1995","20009"
"Costa Rica","1/1/1995","81929"
"Colombia","1/1/1995","91431"
"Antilles","1/1/1995","64712"
"Bahamas","1/1/1995","94080"
"Jamaica","1/1/1995","158366"
"Philippines","1/1/1995","53257"
"Venezuela","1/1/1995","132583"
"Argentina","1/1/1995","81688"
"New Zealand","1/1/1995","62392"
"Haiti","1/1/1995","47487"
"Atlantic Ocean","1/1/1995","30568"
"Aruba","1/1/1995","50842"
"Brazil","1/1/1995","203916"
"Peru","1/1/1995","60771"
"Russia","1/1/1995","15312"
"Israel","1/1/1995","44433"
"Denmark","1/1/1995","29845"
"Taiwan","1/1/1995","172813"
"Panama","1/1/1995","44870"
"Turkey","1/1/1995","6622"
"Israel","1/12/1994","39030"
"Venezuela","1/12/1994","139273"
"Ecuador","1/12/1994","34954"
"Costa Rica","1/12/1994","74453"
"Chile","1/12/1994","31462"
"Jamaica","1/12/1994","168622"
"Peru","1/12/1994","53283"
"Russia","1/12/1994","17684"
"Argentina","1/12/1994","68786"
"Panama","1/12/1994","41603"
"Colombia","1/12/1994","88742"
"Dominican Republic","1/12/1994","194058"
"Cayman Islands","1/12/1994","52243"
"Germany","1/12/1994","397768"
"Canada","1/12/1994","815199"
"Atlantic Ocean","1/12/1994","44594"
"France","1/12/1994","234109"
"Hong Kong","1/12/1994","97018"
"South Korea","1/12/1994","222676"
"Mexico","1/12/1994","885901"
"Spain","1/12/1994","80389"
"Denmark","1/12/1994","28375"
"Bahamas","1/12/1994","87243"
"China","1/12/1994","11611"
"United Kingdom","1/12/1994","765008"
"Japan","1/12/1994","968093"
"Turkey","1/12/1994","6189"
"Italy","1/12/1994","107751"
"Aruba","1/12/1994","50005"
"Guatemala","1/12/1994","101984"
"Trinidad and Tobago","1/12/1994","20889"
"Iceland","1/12/1994","19410"
"Haiti","1/12/1994","40912"
"Australia","1/12/1994","79668"
"Switzerland","1/12/1994","90201"
"Netherlands","1/12/1994","176155"
"New Zealand","1/12/1994","59627"
"Antilles","1/12/1994","62951"
"El Salvador","1/12/1994","30930"
"Honduras","1/12/1994","30329"
"Taiwan","1/12/1994","163267"
"Ireland","1/12/1994","37354"
"Belgium","1/12/1994","50627"
"Brazil","1/12/1994","174030"
"Philippines","1/12/1994","45735"
"Brazil","1/11/1994","140647"
"Cayman Islands","1/11/1994","52258"
"Belgium","1/11/1994","44318"
"Australia","1/11/1994","71421"
"Bahamas","1/11/1994","75003"
"Panama","1/11/1994","33060"
"Iceland","1/11/1994","20405"
"Denmark","1/11/1994","28152"
"Canada","1/11/1994","774498"
"Antilles","1/11/1994","58835"
"Japan","1/11/1994","905057"
"South Korea","1/11/1994","182554"
"France","1/11/1994","249040"
"Jamaica","1/11/1994","132736"
"Switzerland","1/11/1994","83321"
"China","1/11/1994","10553"
"Hong Kong","1/11/1994","93014"
"New Zealand","1/11/1994","54384"
"Philippines","1/11/1994","34853"
"Atlantic Ocean","1/11/1994","65072"
"Guatemala","1/11/1994","85564"
"Taiwan","1/11/1994","122432"
"Russia","1/11/1994","15535"
"Argentina","1/11/1994","62877"
"United Kingdom","1/11/1994","766764"
"Germany","1/11/1994","394852"
"Mexico","1/11/1994","764317"
"Turkey","1/11/1994","5801"
"Honduras","1/11/1994","21322"
"Venezuela","1/11/1994","103834"
"Spain","1/11/1994","80760"
"Ireland","1/11/1994","36328"
"Haiti","1/11/1994","31950"
"El Salvador","1/11/1994","32478"
"Colombia","1/11/1994","59813"
"Israel","1/11/1994","45988"
"Dominican Republic","1/11/1994","145305"
"Italy","1/11/1994","117470"
"Aruba","1/11/1994","58402"
"Costa Rica","1/11/1994","48294"
"Chile","1/11/1994","26935"
"Peru","1/11/1994","44571"
"Trinidad and Tobago","1/11/1994","14090"
"Netherlands","1/11/1994","173608"
"Ecuador","1/11/1994","28539"
"Costa Rica","1/10/1994","41883"
"Spain","1/10/1994","104517"
"Guatemala","1/10/1994","72797"
"Jamaica","1/10/1994","133856"
"China","1/10/1994","10773"
"Chile","1/10/1994","27747"
"Aruba","1/10/1994","63055"
"Italy","1/10/1994","168276"
"Germany","1/10/1994","517834"
"Brazil","1/10/1994","162481"
"Venezuela","1/10/1994","100437"
"Denmark","1/10/1994","36456"
"Israel","1/10/1994","52504"
"Bahamas","1/10/1994","65071"
"Colombia","1/10/1994","60200"
"Canada","1/10/1994","902877"
"Iceland","1/10/1994","22949"
"Dominican Republic","1/10/1994","136957"
"France","1/10/1994","335546"
"Philippines","1/10/1994","32320"
"Peru","1/10/1994","48643"
"New Zealand","1/10/1994","55304"
"Ecuador","1/10/1994","31052"
"Honduras","1/10/1994","19645"
"Ireland","1/10/1994","56584"
"Antilles","1/10/1994","50321"
"Australia","1/10/1994","79759"
"Netherlands","1/10/1994","230110"
"Belgium","1/10/1994","64215"
"Russia","1/10/1994","15286"
"United Kingdom","1/10/1994","1011041"
"Haiti","1/10/1994","15573"
"Mexico","1/10/1994","718120"
"United Arab Emirates","1/10/1994","376"
"Cayman Islands","1/10/1994","42231"
"Argentina","1/10/1994","74469"
"South Korea","1/10/1994","191987"
"Hong Kong","1/10/1994","91665"
"Switzerland","1/10/1994","122131"
"Panama","1/10/1994","32560"
"Atlantic Ocean","1/10/1994","78969"
"Taiwan","1/10/1994","131388"
"Trinidad and Tobago","1/10/1994","12805"
"Turkey","1/10/1994","9142"
"Japan","1/10/1994","923017"
"El Salvador","1/10/1994","23182"
"Germany","1/9/1994","542774"
"Russia","1/9/1994","18456"
"El Salvador","1/9/1994","23852"
"Japan","1/9/1994","1109020"
"Taiwan","1/9/1994","144352"
"Atlantic Ocean","1/9/1994","78825"
"Canada","1/9/1994","954282"
"South Korea","1/9/1994","190282"
"Jamaica","1/9/1994","130547"
"Australia","1/9/1994","75043"
"France","1/9/1994","368333"
"Guatemala","1/9/1994","67759"
"Honduras","1/9/1994","20721"
"Ecuador","1/9/1994","39560"
"Philippines","1/9/1994","35210"
"United Arab Emirates","1/9/1994","1016"
"Ireland","1/9/1994","82992"
"Dominican Republic","1/9/1994","163485"
"Turkey","1/9/1994","10265"
"Venezuela","1/9/1994","130319"
"Colombia","1/9/1994","57697"
"Iceland","1/9/1994","22275"
"Costa Rica","1/9/1994","38037"
"Cayman Islands","1/9/1994","35411"
"Hong Kong","1/9/1994","87089"
"Panama","1/9/1994","33426"
"Aruba","1/9/1994","46982"
"Brazil","1/9/1994","139039"
"China","1/9/1994","14111"
"Peru","1/9/1994","45628"
"Spain","1/9/1994","111724"
"New Zealand","1/9/1994","50821"
"Chile","1/9/1994","28265"
"Trinidad and Tobago","1/9/1994","17227"
"Netherlands","1/9/1994","251148"
"Switzerland","1/9/1994","122154"
"Bahamas","1/9/1994","63126"
"Denmark","1/9/1994","39051"
"United Kingdom","1/9/1994","1088420"
"Belgium","1/9/1994","64891"
"Mexico","1/9/1994","640392"
"Argentina","1/9/1994","64637"
"Israel","1/9/1994","52964"
"Italy","1/9/1994","190862"
"Antilles","1/9/1994","40160"
"Antilles","1/8/1994","53094"
"Mexico","1/8/1994","867495"
"South Korea","1/8/1994","293894"
"Turkey","1/8/1994","12639"
"Canada","1/8/1994","1127816"
"Dominican Republic","1/8/1994","219714"
"Peru","1/8/1994","54162"
"Italy","1/8/1994","212353"
"China","1/8/1994","16437"
"Ecuador","1/8/1994","48729"
"Japan","1/8/1994","1195921"
"Cayman Islands","1/8/1994","50879"
"United Kingdom","1/8/1994","1197138"
"Iceland","1/8/1994","23835"
"Panama","1/8/1994","46974"
"Switzerland","1/8/1994","139099"
"Taiwan","1/8/1994","184335"
"United Arab Emirates","1/8/1994","1201"
"Australia","1/8/1994","74556"
"Brazil","1/8/1994","137259"
"New Zealand","1/8/1994","51490"
"Venezuela","1/8/1994","136379"
"France","1/8/1994","415209"
"Aruba","1/8/1994","53280"
"Atlantic Ocean","1/8/1994","96723"
"Spain","1/8/1994","140956"
"El Salvador","1/8/1994","34149"
"Chile","1/8/1994","24250"
"Jamaica","1/8/1994","193246"
"Germany","1/8/1994","593914"
"Netherlands","1/8/1994","275623"
"Hong Kong","1/8/1994","103150"
"Philippines","1/8/1994","45501"
"Argentina","1/8/1994","57074"
"Denmark","1/8/1994","60701"
"Bahamas","1/8/1994","89852"
"Guatemala","1/8/1994","90447"
"Costa Rica","1/8/1994","52719"
"Israel","1/8/1994","90682"
"Russia","1/8/1994","21934"
"Colombia","1/8/1994","80068"
"Honduras","1/8/1994","33091"
"Belgium","1/8/1994","72387"
"Ireland","1/8/1994","106935"
"Trinidad and Tobago","1/8/1994","30836"
"Ireland","1/7/1994","95388"
"Argentina","1/7/1994","67045"
"Taiwan","1/7/1994","171839"
"Netherlands","1/7/1994","281250"
"Italy","1/7/1994","202893"
"Peru","1/7/1994","36629"
"Jamaica","1/7/1994","177756"
"Dominican Republic","1/7/1994","217433"
"Venezuela","1/7/1994","113598"
"Atlantic Ocean","1/7/1994","92324"
"France","1/7/1994","421383"
"Honduras","1/7/1994","35784"
"Israel","1/7/1994","80178"
"Australia","1/7/1994","85311"
"Brazil","1/7/1994","197059"
"Iceland","1/7/1994","23107"
"Panama","1/7/1994","50208"
"Guatemala","1/7/1994","94166"
"Canada","1/7/1994","1063997"
"Cayman Islands","1/7/1994","54203"
"Denmark","1/7/1994","65405"
"New Zealand","1/7/1994","52623"
"Turkey","1/7/1994","7269"
"Russia","1/7/1994","23504"
"South Korea","1/7/1994","248309"
"United Arab Emirates","1/7/1994","1638"
"Philippines","1/7/1994","46971"
"Ecuador","1/7/1994","45199"
"United Kingdom","1/7/1994","1169308"
"Costa Rica","1/7/1994","58717"
"Trinidad and Tobago","1/7/1994","31250"
"Colombia","1/7/1994","90693"
"El Salvador","1/7/1994","34807"
"Belgium","1/7/1994","79057"
"Spain","1/7/1994","132483"
"Japan","1/7/1994","1025991"
"Antilles","1/7/1994","57909"
"Aruba","1/7/1994","56422"
"China","1/7/1994","13616"
"Hong Kong","1/7/1994","95073"
"Chile","1/7/1994","29888"
"Bahamas","1/7/1994","86883"
"Mexico","1/7/1994","857072"
"Switzerland","1/7/1994","139181"
"Germany","1/7/1994","580999"
"Aruba","1/6/1994","41611"
"Australia","1/6/1994","75738"
"Denmark","1/6/1994","58074"
"Philippines","1/6/1994","48981"
"Spain","1/6/1994","115053"
"El Salvador","1/6/1994","26504"
"Israel","1/6/1994","70017"
"Jamaica","1/6/1994","140866"
"United Kingdom","1/6/1994","1120468"
"Chile","1/6/1994","22173"
"Japan","1/6/1994","960377"
"China","1/6/1994","14201"
"Ecuador","1/6/1994","35369"
"Peru","1/6/1994","38809"
"Hong Kong","1/6/1994","91044"
"Bahamas","1/6/1994","78607"
"Netherlands","1/6/1994","255494"
"Cayman Islands","1/6/1994","45909"
"Atlantic Ocean","1/6/1994","95100"
"Mexico","1/6/1994","707918"
"Dominican Republic","1/6/1994","168164"
"Canada","1/6/1994","971861"
"Honduras","1/6/1994","24670"
"Taiwan","1/6/1994","166918"
"Italy","1/6/1994","182457"
"Argentina","1/6/1994","51115"
"Panama","1/6/1994","41631"
"France","1/6/1994","391918"
"Ireland","1/6/1994","91308"
"Costa Rica","1/6/1994","44411"
"Haiti","1/6/1994","26235"
